Country,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
Indonesia,160,5,17,17,160
Brazil,21,0,21,0,16
Brazil,21,0,21,0,20
Kazakhstan,42,1,19,2,42
China,80,4,14,9,80
United States of America,59,1,39,2,59
United States of America,43,1,27,3,43
Germany,60,1,60,0,60
Belgium,51,1,38,2,51
India,167,5,26,22,167
India,166,2,55,0,166
India,173,4,57,7,173
Turkey,45,0,45,0,43
Chile,122,3,3,6,122
India,160,3,43,5,160
United States of America,45,1,41,1,45
Indonesia,225,11,9,63,225
Indonesia,97,3,2,5,97
United States of America,55,1,32,1,55
Mexico,81,1,23,0,81
India,171,5,62,6,171
Mexico,35,0,27,0,35
Belgium,54,1,38,1,54
United States of America,22,1,20,5,22
Germany,54,1,49,0,54
Colombia,76,2,19,1,76
Spain,43,1,43,0,16
United States of America,50,1,26,7,50
Italy,82,1,49,0,82
Spain,52,1,52,1,51
Rwanda,157,2,24,1,157
Germany,54,1,48,0,54
France,69,1,34,1,69
United States of America,49,1,49,0,27
Mexico,57,1,26,1,57
Colombia,97,0,27,0,97
Spain,43,1,43,0,11
Mexico,53,1,30,0,53
China,104,2,8,21,104
Brazil,61,1,24,0,61
Philippines,151,2,25,6,151
Brazil,50,1,18,1,50
India,169,3,86,5,169
India,158,4,46,7,158
Azerbaijan,79,1,46,0,79
India,152,2,28,3,152
India,154,2,31,6,154
Thailand,86,2,14,4,86
India,77,2,20,4,77
India,161,2,48,2,161
India,84,1,30,3,84
Guatemala,43,1,19,0,43
Spain,36,0,36,0,12
Brazil,24,0,24,0,10
India,153,4,18,18,153
Nigeria,94,3,46,1,94
Brazil,48,1,3,0,48
India,111,2,36,5,111
Spain,41,1,41,0,14
United States of America,54,1,33,1,54
United States of America,42,1,42,1,42
Turkey,47,1,41,0,47
Germany,63,1,59,0,63
India,154,4,21,10,154
Italy,57,1,54,0,57
Colombia,29,1,11,0,29
Portugal,39,0,39,0,16
Romania,55,1,40,0,55
France,51,1,51,2,38
United States of America,57,1,48,3,57
France,69,1,55,0,69
Netherlands,54,1,40,1,54
Brazil,45,1,21,1,45
Poland,44,1,44,0,43
Indonesia,152,5,27,9,152
Uganda,55,1,16,0,55
India,154,2,73,2,154
Russian Federation,42,1,42,0,18
Germany,57,1,55,0,57
Rwanda,119,2,30,1,119
Venezuela (Bolivarian Republic of),40,1,20,0,40
Philippines,92,2,26,9,92
Cuba,64,1,23,1,64
Brazil,33,1,21,0,33
Mexico,29,0,29,0,16
Brazil,28,0,23,0,28
Italy,60,1,60,0,50
Morocco,37,1,37,0,32
Spain,41,1,41,0,15
France,42,1,42,0,26
United States of America,37,1,29,2,37
Mexico,59,1,26,0,59
Italy,75,1,69,0,75
Australia,21,0,21,8,18
India,154,3,40,3,154
Iran (Islamic Republic of),135,2,39,4,135
United States of America,51,1,32,1,51
China,153,2,31,8,153
Russian Federation,39,1,39,0,18
France,70,1,44,2,70
Russian Federation,30,1,30,0,8
China,283,19,0,58,283
,34,0,34,0,28
Indonesia,188,10,5,27,188
Russian Federation,39,1,33,0,39
United States of America,35,1,35,2,32
Poland,41,1,41,0,33
Germany,42,1,39,0,42
United States of America,56,1,39,1,56
Czechia,67,1,44,0,67
Germany,43,1,43,0,23
United States of America,52,1,32,4,52
Russian Federation,39,1,39,0,21
United States of America,66,1,66,1,20
Mongolia,68,1,33,0,68
China,155,7,52,18,155
Japan,46,1,31,4,46
India,152,4,29,9,152
United Kingdom of Great Britain and Northern Ireland,36,1,32,1,36
Turkey,45,1,45,0,32
Mexico,57,1,21,1,57
Italy,78,1,47,0,78
Russian Federation,24,1,15,1,24
Netherlands,38,1,38,0,30
United States of America,71,2,37,4,71
United States of America,39,1,27,1,39
Indonesia,170,6,7,21,170
Malaysia,67,2,2,2,67
Brazil,49,1,19,1,49
Ecuador,66,1,22,2,66
Italy,68,1,68,0,41
India,161,3,38,6,161
India,164,5,26,11,164
Belgium,52,1,37,1,52
Japan,95,3,24,15,95
Japan,73,2,29,8,73
Netherlands,38,1,38,0,35
United States of America,37,1,37,2,26
United Kingdom of Great Britain and Northern Ireland,43,1,38,0,43
Denmark,43,1,43,0,12
South Africa,71,2,21,4,71
France,40,1,40,0,29
Belgium,52,1,37,1,52
Germany,57,1,49,0,57
Germany,44,1,43,0,44
Japan,102,3,25,17,102
China,170,9,44,27,170
Romania,45,1,45,0,41
Germany,56,1,46,1,56
Japan,63,1,14,5,63
Japan,46,1,29,6,46
Republic of North Macedonia,69,1,45,0,69
Philippines,55,1,21,0,55
India,158,4,45,9,158
United States of America,33,1,31,2,33
Japan,130,3,6,24,130
Russian Federation,48,1,48,1,26
United States of America,33,0,22,3,33
Guatemala,57,1,24,0,57
India,162,2,47,3,162
Brazil,23,0,23,0,22
India,96,2,26,4,96
Brazil,21,1,10,0,21
Brazil,29,0,20,0,29
Uruguay,24,0,24,1,22
Russian Federation,29,1,29,0,8
India,151,3,33,7,151
United States of America,33,1,33,1,28
India,159,2,23,8,159
Uganda,118,2,15,1,118
Russian Federation,40,1,40,1,32
Malawi,40,1,21,0,40
Zambia,34,0,22,0,34
India,161,5,20,10,161
Japan,80,2,24,12,80
India,51,1,25,2,51
United States of America,59,1,36,2,59
Iran (Islamic Republic of),72,1,41,0,72
Pakistan,178,5,47,10,178
Thailand,66,2,19,2,66
Colombia,55,1,20,0,55
Sweden,34,1,34,0,15
Italy,59,1,59,0,46
Pakistan,161,1,27,1,161
Pakistan,146,1,24,2,146
United States of America,72,1,72,1,65
Spain,43,1,43,0,10
Italy,89,1,63,0,89
United States of America,58,1,46,1,58
Russian Federation,40,1,40,2,34
Afghanistan,165,1,45,0,165
Spain,41,1,41,0,15
France,68,1,47,1,68
Sweden,41,1,41,0,11
France,70,1,41,1,70
,68,1,68,0,54
Italy,62,1,62,0,50
Zambia,25,0,25,0,21
India,145,1,37,2,145
United States of America,50,1,50,2,50
India,62,1,20,2,62
Germany,52,1,49,0,52
United States of America,51,1,38,2,51
India,35,1,19,2,35
United States of America,55,1,47,1,55
Comoros,34,0,25,0,34
Democratic Republic of the Congo,135,3,29,0,135
,36,1,36,0,6
India,158,5,15,11,158
Nicaragua,50,1,27,0,50
Angola,44,1,16,0,44
China,92,3,30,2,92
Brazil,25,0,25,0,25
United States of America,47,1,33,3,47
China,118,5,79,10,118
United States of America,54,1,28,7,54
Italy,85,1,85,0,37
United States of America,53,1,47,3,53
United States of America,52,1,22,5,52
United States of America,44,1,42,2,44
Germany,68,1,64,0,68
Colombia,10,1,4,0,10
Bhutan,21,1,15,0,21
Colombia,50,1,12,1,50
India,156,2,28,4,156
China,157,5,89,15,157
Afghanistan,56,0,33,0,56
Iran (Islamic Republic of),155,2,122,3,155
Brazil,40,1,17,1,40
Brazil,22,0,22,0,21
Guatemala,44,1,23,0,44
Sri Lanka,89,1,20,3,89
India,192,9,5,23,192
India,159,2,63,2,159
Brazil,88,1,35,3,88
Russian Federation,41,1,41,0,39
United States of America,105,3,15,20,105
United States of America,49,1,38,2,49
Slovenia,77,1,47,0,77
Brazil,44,1,4,0,44
Russian Federation,49,1,49,0,11
Russian Federation,73,1,23,0,73
El Salvador,75,2,17,4,75
Pakistan,116,0,35,1,116
United States of America,82,2,41,7,82
Germany,39,1,39,0,35
Nicaragua,32,1,18,0,32
United States of America,49,1,32,4,49
Japan,133,3,4,12,133
Honduras,75,1,14,0,75
Germany,67,1,62,0,67
Germany,39,1,39,0,29
Portugal,41,0,41,0,19
United States of America,40,1,31,4,40
Mongolia,61,2,32,0,61
Japan,81,2,24,12,81
Italy,66,1,66,0,47
Burkina Faso,49,1,26,0,49
Brazil,22,0,22,0,19
United States of America,77,1,49,3,77
India,162,3,17,7,162
Afghanistan,83,0,28,0,83
Bangladesh,101,3,29,7,101
India,157,2,54,1,157
Indonesia,150,3,10,16,150
Ecuador,58,1,24,1,58
United States of America,58,1,42,1,58
Hungary,59,1,59,0,52
Romania,54,1,54,0,42
Netherlands,39,1,39,1,32
Venezuela (Bolivarian Republic of),52,1,16,0,52
France,80,1,80,1,25
Brazil,22,0,22,0,14
France,51,1,51,0,39
Belgium,53,1,38,2,53
Iran (Islamic Republic of),154,2,32,2,154
China,95,3,35,3,95
India,59,1,27,2,59
United States of America,50,2,26,7,50
,56,1,19,1,56
India,159,4,39,10,159
Nigeria,55,1,25,0,55
Netherlands,38,1,38,1,32
India,174,2,32,2,174
India,158,1,25,5,158
India,150,4,35,8,150
India,162,4,51,7,162
India,173,4,45,9,173
Thailand,40,1,15,1,40
Russian Federation,33,2,18,1,33
Turkey,56,1,56,1,26
Germany,64,1,51,0,64
Côte d'Ivoire,21,1,20,0,21
Romania,50,1,47,0,50
France,54,0,38,0,54
Czechia,73,1,46,0,73
Philippines,53,1,18,3,53
Malaysia,150,3,24,10,150
Philippines,73,1,27,2,73
Germany,55,1,44,1,55
United Kingdom of Great Britain and Northern Ireland,40,1,34,1,40
Romania,53,1,45,0,53
Poland,64,1,44,1,64
United States of America,110,0,28,0,110
Brazil,42,1,6,0,42
Brazil,50,1,21,0,50
Germany,44,1,44,0,42
,26,0,26,0,9
Viet Nam,152,3,7,11,152
Brazil,43,1,20,0,43
United States of America,56,1,42,1,56
Brazil,23,0,20,0,23
United States of America,51,1,35,3,51
Brazil,31,0,24,0,31
Italy,83,1,83,0,35
Ireland,42,1,42,0,37
Peru,14,0,8,0,14
France,66,1,55,0,66
France,49,1,49,0,40
China,386,28,0,64,386
Russian Federation,37,1,18,7,37
Russian Federation,40,1,40,0,11
United States of America,51,1,51,1,39
United States of America,113,3,15,20,113
Italy,81,1,66,0,81
Poland,41,1,41,0,19
Italy,105,1,43,0,105
India,139,3,13,9,139
Germany,58,1,58,0,58
Togo,56,1,27,0,56
Madagascar,26,0,26,0,26
Russian Federation,34,1,17,2,34
Brazil,34,0,29,0,34
Ethiopia,53,1,17,0,53
United States of America,51,1,25,3,51
Switzerland,52,1,45,0,52
United States of America,58,1,35,2,58
Afghanistan,151,2,48,1,151
Italy,67,1,67,0,21
Paraguay,26,0,16,0,26
United States of America,54,2,20,4,54
India,136,3,30,8,136
India,121,2,27,4,121
Russian Federation,45,1,45,1,25
Germany,66,1,65,0,66
Germany,60,1,60,0,58
United Kingdom of Great Britain and Northern Ireland,33,0,33,0,27
Ethiopia,53,1,20,0,53
United States of America,51,0,22,1,51
United States of America,53,1,27,6,53
India,101,2,11,6,101
India,86,1,21,1,86
India,124,4,20,8,124
Ethiopia,111,1,23,1,111
United States of America,44,1,28,5,44
Benin,54,1,29,0,54
Turkey,40,1,40,0,26
United States of America,45,1,45,5,40
Germany,54,1,44,0,54
Italy,83,1,48,0,83
Indonesia,70,2,16,0,70
United Kingdom of Great Britain and Northern Ireland,38,1,38,1,37
United States of America,152,4,12,28,152
United Kingdom of Great Britain and Northern Ireland,33,0,33,0,25
United States of America,52,1,32,1,52
Colombia,64,1,24,0,64
United States of America,50,1,50,1,38
United Kingdom of Great Britain and Northern Ireland,36,1,36,0,33
Andorra,32,1,32,0,24
Uganda,54,1,21,0,54
United States of America,34,0,27,1,34
United States of America,72,1,72,1,23
France,42,1,42,0,22
Greece,106,1,42,0,106
Italy,65,1,65,0,50
Italy,57,1,56,0,57
Canada,47,1,31,1,47
United States of America,58,1,55,0,58
United States of America,50,1,50,1,38
China,133,3,30,12,133
China,139,5,72,11,139
United States of America,69,2,31,5,69
Belgium,49,1,37,2,49
Ethiopia,54,1,25,0,54
Russian Federation,39,1,39,0,17
France,69,1,54,0,69
Argentina,15,0,15,0,14
India,169,5,49,7,169
Germany,67,1,62,0,67
Germany,66,1,61,0,66
Germany,65,1,56,0,65
Philippines,36,1,21,0,36
Brazil,23,0,23,0,14
India,98,2,19,7,98
Hungary,66,1,66,0,55
Brazil,24,0,24,0,15
Brazil,35,1,19,0,35
Cuba,87,1,38,0,87
Italy,87,1,67,0,87
Romania,48,1,41,0,48
France,45,1,38,1,45
,65,2,23,2,65
Russian Federation,32,1,32,0,22
United States of America,41,1,38,2,41
United States of America,52,1,26,10,52
United States of America,35,1,31,4,35
Mexico,189,5,4,21,189
Netherlands,53,1,30,3,53
Russian Federation,37,1,37,0,9
India,172,5,172,1,154
Côte d'Ivoire,82,2,18,1,82
Côte d'Ivoire,48,1,17,0,48
Iran (Islamic Republic of),84,1,49,0,84
United States of America,34,1,34,5,34
China,164,5,50,15,164
United States of America,68,2,6,18,68
India,63,0,22,0,63
Belgium,51,1,26,5,51
Cuba,55,1,18,3,55
Colombia,121,4,8,13,121
Ukraine,37,1,37,1,16
Pakistan,187,2,129,0,187
Spain,32,1,32,2,24
China,140,3,140,2,85
Belgium,58,1,25,5,58
Brazil,19,1,3,0,19
United States of America,48,1,40,2,48
India,169,3,125,3,169
Thailand,96,2,20,4,96
Japan,71,2,33,6,71
United Kingdom of Great Britain and Northern Ireland,35,1,35,1,35
Malaysia,54,2,11,4,54
United States of America,37,2,37,5,28
Congo,68,2,41,0,68
Germany,66,1,64,0,66
Hungary,63,1,62,0,63
India,27,0,24,0,27
Japan,66,1,13,12,66
Sri Lanka,77,1,17,4,77
India,68,1,24,2,68
Bolivia (Plurinational State of),25,0,10,0,25
Switzerland,51,1,40,0,51
United States of America,150,4,15,23,150
Mexico,51,1,31,0,51
Indonesia,109,4,3,6,109
Italy,93,1,67,0,93
India,162,5,29,13,162
Mexico,67,1,23,0,67
United States of America,30,1,30,2,28
Germany,63,1,55,0,63
France,55,1,41,0,55
Belgium,51,1,38,2,51
Canada,46,1,24,4,46
Spain,41,1,41,0,16
Indonesia,88,2,21,2,88
Costa Rica,28,1,27,0,28
Slovakia,65,1,45,0,65
Germany,62,1,53,0,62
Portugal,42,1,42,1,17
Russian Federation,36,2,25,8,36
Luxembourg,63,1,50,0,63
Benin,54,1,30,0,54
United Kingdom of Great Britain and Northern Ireland,43,1,38,0,43
Portugal,41,0,41,1,21
Italy,82,1,69,0,82
Russian Federation,40,1,40,0,8
Malaysia,140,3,14,12,140
Russian Federation,35,1,35,1,30
Brazil,70,1,28,3,70
Russian Federation,30,1,30,0,20
United States of America,42,1,32,4,42
Japan,70,2,26,6,70
China,166,6,72,19,166
India,178,5,37,20,178
Brazil,30,0,26,0,30
Pakistan,158,1,26,2,158
Poland,41,1,41,0,34
Russian Federation,35,1,35,0,6
Japan,136,3,7,26,136
Japan,67,1,31,12,67
Argentina,57,1,23,2,57
Oman,159,2,125,5,159
Russian Federation,37,1,35,3,37
Germany,67,1,54,0,67
United States of America,53,1,30,2,53
Belgium,55,1,42,1,55
France,35,1,35,0,26
Madagascar,29,0,23,0,29
Germany,43,1,43,0,24
Indonesia,57,1,7,2,57
Indonesia,53,1,20,0,53
Venezuela (Bolivarian Republic of),32,0,18,0,32
Philippines,144,2,26,8,144
United States of America,106,3,22,22,106
Italy,75,1,72,0,75
Italy,69,1,69,0,55
India,160,3,55,6,160
Costa Rica,53,1,30,0,53
Brazil,23,0,17,0,23
Philippines,62,1,13,6,62
Brazil,67,1,21,1,67
Brazil,26,0,26,0,23
United States of America,100,1,19,4,100
United States of America,45,1,30,10,45
Colombia,91,2,4,10,91
China,108,2,108,4,100
Italy,61,1,36,6,61
Zimbabwe,63,3,14,2,63
Brazil,16,1,7,1,16
Colombia,66,1,15,0,66
Indonesia,76,1,39,1,76
Indonesia,104,2,93,1,104
Italy,53,1,46,1,53
United States of America,63,2,33,11,63
Mexico,180,5,5,19,180
Italy,59,2,29,8,59
Chile,27,1,0,4,27
Italy,75,2,30,8,75
Cuba,50,1,19,2,50
Italy,58,2,45,4,58
United States of America,132,1,23,2,132
,33,1,16,1,33
Brazil,14,0,14,0,12
United States of America,37,1,31,3,37
Côte d'Ivoire,61,2,23,2,61
Poland,81,1,33,2,81
Bangladesh,88,3,88,1,62
India,139,0,25,0,139
India,80,0,22,0,80
Italy,74,1,37,4,74
France,73,2,20,6,73
Thailand,49,1,29,0,49
Netherlands,31,1,31,3,20
Italy,59,2,36,5,59
United States of America,36,1,31,5,36
United States of America,57,1,34,2,57
Iran (Islamic Republic of),130,1,41,0,130
Turkey,54,1,40,0,54
United States of America,84,3,6,35,84
United States of America,71,2,26,17,71
India,152,1,32,0,152
India,168,4,168,1,165
Japan,37,1,37,2,14
United States of America,76,3,10,18,76
Indonesia,40,1,35,0,40
United States of America,62,2,29,14,62
United States of America,61,2,45,4,61
India,188,4,188,1,185
United Kingdom of Great Britain and Northern Ireland,34,0,34,1,18
Indonesia,51,1,32,0,51
Poland,61,1,37,1,61
Ukraine,40,1,40,0,19
United States of America,40,2,40,2,35
Japan,36,1,36,3,26
Turkey,94,1,54,1,94
Guatemala,64,2,4,6,64
India,69,1,30,1,69
Slovakia,85,1,42,1,85
Russian Federation,42,1,42,0,11
United States of America,34,1,28,8,34
Colombia,92,2,15,6,92
India,49,0,24,0,49
Germany,43,1,37,1,43
Colombia,56,2,10,4,56
Guatemala,100,3,6,13,100
Guatemala,75,2,7,6,75
Brazil,41,1,11,1,41
Brazil,144,3,5,13,144
Russian Federation,46,1,40,0,46
United States of America,73,2,36,8,73
Congo,87,2,30,0,87
India,214,1,55,0,214
Japan,36,1,36,2,16
Italy,58,1,45,2,58
Kenya,150,11,26,6,150
India,154,3,118,1,154
Slovakia,82,1,37,2,82
Thailand,35,0,24,0,35
China,152,3,152,4,113
India,297,1,40,0,297
India,157,4,141,2,157
Brazil,38,0,17,2,38
Mexico,134,2,11,8,134
Guatemala,71,2,3,6,71
Brazil,55,2,2,4,55
Russian Federation,33,1,33,0,11
Nigeria,86,3,36,1,86
United States of America,61,1,44,4,61
India,225,1,35,0,225
Nicaragua,62,1,17,2,62
Germany,36,1,35,1,36
Netherlands,32,0,32,2,15
United States of America,43,1,39,6,43
Indonesia,83,2,40,1,83
Netherlands,33,0,33,0,14
United Kingdom of Great Britain and Northern Ireland,33,1,16,10,33
Albania,67,1,42,0,67
United States of America,64,1,34,2,64
United States of America,52,2,10,14,52
United States of America,89,1,18,4,89
Japan,44,1,44,0,36
Japan,38,1,38,1,24
Austria,56,1,50,1,56
South Africa,48,1,19,1,48
France,67,1,23,5,67
India,69,1,26,1,69
Egypt,77,2,62,4,77
Spain,25,1,25,2,15
India,70,1,35,0,70
Sierra Leone,57,1,19,0,57
Germany,42,1,36,1,42
Indonesia,60,1,32,0,60
Italy,75,2,29,7,75
Iran (Islamic Republic of),57,1,39,0,57
India,199,4,179,1,199
Pakistan,188,2,135,1,188
Brazil,49,1,14,1,49
Greece,56,1,45,0,56
Italy,63,2,30,7,63
Pakistan,162,3,162,1,154
Germany,49,2,24,7,49
Germany,58,1,45,1,58
Nicaragua,61,1,17,2,61
Zimbabwe,34,1,15,0,34
Sri Lanka,53,0,19,0,53
Brazil,20,0,12,1,20
Myanmar,19,1,19,0,11
Brazil,17,0,15,0,17
Germany,43,1,31,3,43
Kazakhstan,34,1,34,0,22
China,48,2,48,0,40
Botswana,68,2,18,3,68
Italy,50,1,44,1,50
France,54,1,30,2,54
Serbia,68,1,33,0,68
Poland,85,1,33,2,85
Brazil,43,1,10,2,43
China,56,1,43,1,56
India,197,1,36,0,197
Germany,78,1,35,2,78
Brazil,66,1,9,4,66
Spain,36,1,36,1,11
Turkey,35,0,35,0,25
Belgium,44,1,27,5,44
Czechia,88,1,41,1,88
Brazil,30,0,13,1,30
France,75,2,20,7,75
Bolivia (Plurinational State of),12,0,9,0,12
Italy,79,2,42,5,79
United Kingdom of Great Britain and Northern Ireland,59,1,12,10,59
Germany,49,1,43,3,49
Romania,52,1,39,0,52
Spain,27,1,26,1,27
United States of America,64,2,32,9,64
Mexico,100,1,18,3,100
Brazil,62,2,5,4,62
India,94,1,31,0,94
Italy,95,1,45,1,95
Dominican Republic,46,1,17,2,46
Ecuador,42,1,1,2,42
India,109,0,23,0,109
Zambia,27,0,20,0,27
United States of America,41,1,32,6,41
Italy,54,1,45,1,54
Libya,102,1,24,0,102
France,64,1,23,3,64
Romania,40,1,40,0,15
France,57,1,27,3,57
Hungary,88,1,35,2,88
Bangladesh,74,3,74,2,63
Greece,58,1,45,0,58
Italy,62,2,32,7,62
Thailand,51,0,24,0,51
Bulgaria,37,1,37,1,35
Poland,84,1,31,1,84
France,63,1,23,5,63
Portugal,35,1,35,3,22
Slovakia,75,1,42,0,75
United States of America,30,1,30,1,23
Costa Rica,71,2,0,8,71
United States of America,59,1,27,5,59
Poland,77,1,36,1,77
Sweden,73,1,46,0,73
Nigeria,87,2,22,1,87
India,105,2,82,0,105
Thailand,70,2,42,0,70
India,158,4,158,1,150
Germany,34,0,34,0,14
India,162,2,120,0,162
Russian Federation,37,1,31,0,37
United States of America,65,2,19,17,65
Germany,31,1,31,2,25
Brazil,50,1,7,2,50
Lithuania,35,1,35,0,28
Paraguay,30,0,16,0,30
Spain,35,1,35,1,20
India,128,2,47,2,128
Germany,68,1,65,0,68
Turkey,80,1,80,1,45
Japan,52,1,39,4,52
Libya,96,1,57,1,96
France,72,1,44,2,72
Italy,66,1,66,0,60
United States of America,44,1,40,1,44
France,47,1,41,0,47
Algeria,70,1,57,1,70
Italy,101,1,49,0,101
France,44,1,39,0,44
Canada,36,1,21,0,36
Japan,42,1,32,3,42
Russian Federation,37,1,37,1,27
United Kingdom of Great Britain and Northern Ireland,34,1,29,1,34
United States of America,49,1,28,1,49
Italy,88,1,65,0,88
Greece,60,1,60,1,50
Brazil,33,0,16,0,33
Ecuador,48,1,22,2,48
France,61,1,47,0,61
Brazil,25,1,23,0,25
Italy,78,1,78,0,40
India,146,4,47,5,146
Peru,32,1,6,0,32
Uganda,85,2,17,1,85
Zambia,47,1,26,0,47
India,166,6,21,15,166
Pakistan,182,6,43,13,182
Russian Federation,30,1,30,0,30
United States of America,63,1,52,1,63
Ireland,41,1,41,0,40
Indonesia,24,1,7,0,24
India,59,1,26,1,59
Germany,66,1,56,0,66
Russian Federation,42,1,42,1,33
Serbia,54,1,49,0,54
United States of America,65,1,43,0,65
United States of America,56,1,41,1,56
Poland,40,1,40,0,19
Mexico,47,0,25,0,47
Russian Federation,29,1,29,0,12
Colombia,55,1,21,0,55
Ukraine,48,1,34,1,48
India,99,2,30,4,99
Russian Federation,48,1,35,1,48
Thailand,98,2,7,8,98
India,135,3,18,7,135
Germany,45,1,45,0,22
United States of America,52,1,45,2,52
Brazil,38,1,13,0,38
India,222,12,1,28,222
Turkey,44,1,37,0,44
Japan,58,1,58,2,56
Poland,51,1,45,0,51
Russian Federation,136,1,34,1,136
Russian Federation,42,1,42,0,13
Romania,42,1,42,0,39
Poland,46,1,41,1,46
India,63,1,26,1,63
Malaysia,65,1,22,4,65
India,82,2,21,4,82
France,69,1,56,0,69
Italy,69,1,47,0,69
France,48,1,48,3,40
Nepal,94,2,24,1,94
Poland,44,1,44,0,37
Russian Federation,29,2,29,3,17
Russian Federation,28,1,28,1,23
Panama,29,1,29,0,29
India,146,3,35,5,146
Myanmar,32,1,29,0,32
Brazil,23,0,23,0,22
Bangladesh,79,2,17,5,79
India,174,5,49,13,174
Turkey,45,0,41,0,45
Uzbekistan,124,1,30,12,124
United States of America,45,1,38,1,45
Russian Federation,17,1,17,1,17
Indonesia,193,10,6,20,193
Brazil,23,0,23,0,10
United Kingdom of Great Britain and Northern Ireland,35,1,28,6,35
Argentina,33,1,23,1,33
India,75,2,18,4,75
Italy,73,1,73,0,40
Pakistan,192,4,107,4,192
Haiti,114,1,32,1,114
United States of America,95,3,13,25,95
Germany,52,1,24,5,52
South Africa,163,4,18,7,163
China,83,3,39,2,83
China,69,2,69,1,50
China,98,3,48,5,98
Japan,33,1,33,2,32
China,195,5,195,4,165
India,101,1,40,1,101
,57,1,15,2,57
Portugal,30,1,30,3,20
Brazil,27,1,6,1,27
Brazil,125,4,2,9,125
Ukraine,39,1,39,1,37
United States of America,62,2,22,13,62
Pakistan,166,3,146,0,166
Canada,71,2,17,18,71
Germany,63,1,40,3,63
Indonesia,155,3,117,1,155
Germany,33,0,33,1,31
India,189,1,90,1,189
United States of America,60,2,27,14,60
India,500,1,55,0,464
Japan,45,1,44,4,45
Germany,38,0,33,1,38
United States of America,52,1,20,9,52
Italy,63,1,36,4,63
Germany,30,0,30,1,30
United Kingdom of Great Britain and Northern Ireland,52,1,11,12,52
Germany,29,0,29,1,28
Russian Federation,40,1,40,0,23
Denmark,35,0,32,1,35
Brazil,25,1,10,1,25
United States of America,48,1,17,11,48
Greece,41,1,41,1,26
Brazil,67,2,9,5,67
United States of America,60,2,34,7,60
China,59,1,28,0,59
United Kingdom of Great Britain and Northern Ireland,27,1,25,3,27
United States of America,59,1,20,6,59
Czechia,44,1,20,6,44
United Kingdom of Great Britain and Northern Ireland,40,1,11,11,40
France,36,1,36,1,25
Poland,34,1,34,1,27
Lao People's Democratic Republic,23,0,19,0,23
Belgium,35,1,26,3,35
Estonia,23,1,23,7,20
Thailand,58,0,28,0,58
Belgium,32,0,32,1,31
Italy,70,1,38,4,70
India,185,1,39,1,185
Brazil,29,1,8,2,29
Russian Federation,33,0,33,0,7
Qatar,151,1,114,1,151
Germany,36,0,27,2,36
Democratic Republic of the Congo,166,6,15,3,166
United Republic of Tanzania,44,0,22,0,44
United Republic of Tanzania,21,0,15,0,21
India,162,1,46,0,162
Sierra Leone,53,2,4,0,53
Niger,39,2,18,1,39
Czechia,69,1,20,8,69
Serbia,66,1,35,1,66
Russian Federation,41,1,30,1,41
Mali,52,1,10,0,52
Czechia,52,1,24,5,52
Russian Federation,43,1,43,1,34
Switzerland,31,1,23,2,31
Malaysia,84,2,74,0,84
Malaysia,64,1,38,1,64
Gambia,150,1,24,0,150
Japan,41,1,41,0,26
Russian Federation,28,1,28,1,26
Poland,30,1,30,1,28
United States of America,58,1,37,3,58
Colombia,93,2,0,7,93
Brazil,26,0,15,1,26
Brazil,15,0,15,0,12
